Name,Price,Release Date,Publisher,Developer,Percent Positive Reviews (30 days),Total Number Reviews (30 days),PerPosRevAT,Total Number Reviews (All Time),Genere(s),Storage Capacity,Mac?,Windows?,Steam OS + Linux?
Digimon Story Cyber Sleuth: Complete Edition, 49.99 ,10/17/2019,"BANDAI NAMCO Entertainment Inc.,","h.a.n.d., Inc.,",89,128,91,4385,"JRPG, Creature Collector, Turn-Based, Anime, Turn-Based Combat, Visual Novel, Turn-Based Strategy, PvP, RPG, Strategy, Story Rich, Cute, Action, Cyberpunk, Fantasy, Adventure, Sci-fi, Multiplayer, Singleplayer, Detective,",4 GB available space,0,1,0
Tales of Maj'Eyal, 6.99 ,12/31/2012,"Netcore Games,","Netcore Games,",91,45,95,4035,"Traditional Roguelike, Dungeon Crawler, Perma Death, Turn-Based, Roguelike, Difficult, RPG, 2D, Procedural Generation, Top-Down, Open World, Fantasy, Tactical, Loot, Moddable, Adventure, Singleplayer, Indie, Replay Value, Character Customization,",512 MB available space,1,1,1
Devil May Cry 5 Deluxe + Vergil, 39.99 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Victoria II, 19.99 ,8/30/2010,"Paradox Interactive,","Paradox Development Studio,",90,259,92,10818,"Grand Strategy, Strategy, Historical, Political Sim, Politics, Simulation, Economy, Real-Time with Pause, Military, World War I, Sandbox, War, Singleplayer, RTS, Moddable, Multiplayer, Alternate History, Management, Diplomacy, Great Soundtrack,",N/A,0,1,0
Fishing: North Atlantic, 44.99 ,10/16/2020,"Misc Games,","Misc Games,",78,33,72,1424,"Simulation, Fishing, Naval, Open World, Singleplayer, Sandbox, Exploration, Time Management, Realistic, 3D, First-Person, Third Person, Sequel,",12 GB available space,0,1,0
Outward, 59.99 ,3/26/2019,"Prime Matter,","Nine Dots Studio,",70,122,74,13797,"RPG, Open World, Survival, Co-op, Online Co-Op, Fantasy, Souls-like, Adventure, Local Co-Op, Split Screen, Exploration, Singleplayer, Third Person, Multiplayer, Difficult, Atmospheric, Resource Management, Realistic, Violent, Moddable,",15 GB available space,0,1,0
UNSIGHTED, 19.99 ,9/30/2021,"Humble Games,","Studio Pixel Punk,",N/A,N/A,95,152,"Action, Adventure, RPG, Indie, Female Protagonist, Metroidvania, Pixel Graphics, Singleplayer, Exploration, 2D, Post-apocalyptic, Sci-fi, Platformer, Action RPG, Puzzle Platformer, Retro, Shooter, Atmospheric, Isometric, LGBTQ+,",1500 MB available space,0,1,0
Pistol Whip, 29.99 ,11/7/2019,"Cloudhead Games ltd.,","Cloudhead Games ltd.,",91,37,93,2494,"Action, Indie, Shooter, VR, Music, On-Rails Shooter, Rhythm, Great Soundtrack, First-Person, FPS, Soundtrack, Arcade, Bullet Hell, Boxing, Sports,",800 MB available space,0,1,0
Bum Simulator, 34.98 ,8/26/2021,"Ragged Games, PlayWay S.A.,","Ragged Games,",88,112,89,863,"Simulation, Adventure, Action, Survival, Open World, Funny, Sandbox, Singleplayer, First-Person, Base Building, Comedy, Realistic, Memes, Building, Crafting, Physics, Early Access, Casual, Psychological Horror,",20 GB available space,0,1,0
The Jackbox Party Quadpack, 29.99 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Danganronpa: Trigger Happy Havoc, 29.99 ,2/18/2016,"Spike Chunsoft Co., Ltd.,","Spike Chunsoft Co., Ltd., Abstraction Games,",95,633,96,19848,"Anime, Visual Novel, Mystery, Detective, Story Rich, Great Soundtrack, Singleplayer, Psychological Horror, Adventure, Horror, Dark Comedy, Puzzle, Dark Humor, Point & Click, Funny, Exploration, Comedy, Survival, Action, Memes,",5 GB available space,1,1,1
DYSMANTLE, 19.99 ,11/6/2020,"10tons Ltd,","10tons Ltd,",85,83,92,2491,"Early Access, Survival, Open World, RPG, Adventure, Crafting, Action, Base Building, Exploration, Zombies, Destruction, Dystopian , Top-Down, Indie, Fishing, Hunting, Sandbox, Agriculture, Simulation, Loot,",512 MB available space,0,1,0
Return of the Obra Dinn, 68.94 ,10/18/2018,"3909,","Lucas Pope,",95,341,96,13174,"Detective, Mystery, Puzzle, Story Rich, Atmospheric, Singleplayer, Indie, Great Soundtrack, Historical, Adventure, First-Person, Multiple Endings, Naval, Difficult, Retro, Violent, Pirates, Horror, Walking Simulator, Noir,",2 GB available space,1,1,0
Axis & Allies 1942 Online, 1.99 ,7/31/2019,"Beamdog,","Beamdog,",84,50,76,2581,"Early Access, Board Game, Wargame, Tabletop, Strategy, Turn-Based Strategy, Turn-Based Tactics, Historical, World War II, Asynchronous Multiplayer, Co-op, Local Co-Op, Local Multiplayer, Multiplayer, Online Co-Op, Military, War, Naval, World War I, 2D,",600 MB available space,1,1,1
BioShock™ Remastered, 29.99 ,9/15/2016,"2K, Feral Interactive (Mac),","2K Boston, 2K Australia, Blind Squirrel, Feral Interactive (Mac),",85,740,79,28773,"FPS, Story Rich, Atmospheric, Horror, Singleplayer, First-Person, Action, Dystopian , Shooter, Underwater, Sci-fi, Steampunk, Dark, Remake, RPG, Classic, Adventure, Great Soundtrack, Alternate History, Choices Matter,",25 GB available space,1,1,0
The Binding of Isaac: Afterbirth+ Bundle, 19.99 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
The Tenants, 44.98 ,3/25/2021,"Frozen District,","Ancient Forge Studio,",70,102,82,3255,"Design & Illustration, City Builder, Life Sim, Management, Immersive Sim, God Game, Early Access, Sandbox, Building, Replay Value, Economy, Time Management, Base Building, Relaxing, Casual, Simulation, Stylized, Singleplayer, Indie, Comedy,",4 GB available space,0,1,0
Age of Empires: Definitive Edition, 59.99 ,8/19/2019,"Xbox Game Studios,","Forgotten Empires, Tantalus,",83,184,82,7612,"Strategy, RTS, Multiplayer, City Builder, Base Building, Historical, Singleplayer, Classic, Remake, Medieval, Story Rich, Great Soundtrack, Real-Time, Co-op, Action,",20 GB available space,0,1,0
Insurgency: Sandstorm - Year 1+2 Bundle, 59.99 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Monster Crown, 39.99 ,7/31/2020,"SOEDESCO ,","Studio Aurum,",73,49,87,319,"Turn-Based Combat, JRPG, Exploration, Collectathon, RPG, Fantasy, Story Rich, Open World, PvP, Colorful, Adventure, LGBTQ+, Dark, Singleplayer, Top-Down, Atmospheric, 2D, Creature Collector, Retro, Pixel Graphics,",2 GB available space,1,1,1
RollerCoaster Tycoon® Collection, 44.99 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Plants vs. Zombies: Battle for Neighborville™, 39.99 ,10/18/2019,"Electronic Arts,","PopCap,",78,82,72,4099,"Third-Person Shooter, Hero Shooter, Multiplayer, Zombies, Shooter, PvE, Casual, Tower Defense, Funny, Action, PvP, Strategy, Singleplayer, Tactical, Online Co-Op, Anime, Psychological Horror, Co-op, Family Friendly, Horror,",15 GB available space,0,1,0
Session: Skateboarding Sim Game, 59.99 ,9/17/2019,"Nacon,","crea-ture Studios Inc.,",87,65,86,6360,"Sports, Skateboarding, Indie, Simulation, Early Access, Strategy, Skating, Difficult, Realistic, Multiplayer, Controller, Sandbox,",11 GB available space,0,1,0
CarX Drift Racing Online - Complete, 29.98 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Secret Neighbor: Hello Neighbor Multiplayer, 14.99 ,10/24/2019,"tinyBuild,","Hologryph, Eerie Guest Studios,",91,146,89,9044,"Horror, Multiplayer, Online Co-Op, PvP, Co-op, Cartoony, First-Person, Survival Horror, Stealth, Adventure, Family Friendly, Mystery, Colorful, Funny, Indie, Action, Puzzle, Thriller, Casual, Comedy,",5 GB available space,0,1,0
Danganronpa V3: Killing Harmony, 29.99 ,9/26/2017,"Spike Chunsoft Co., Ltd.,","Spike Chunsoft Co., Ltd.,",83,331,86,12459,"Visual Novel, Detective, Anime, Story Rich, Female Protagonist, Mystery, Great Soundtrack, Singleplayer, Psychological Horror, Dark Humor, Adventure, Horror, Puzzle, Dark Comedy, Dark, Atmospheric, Funny, Memes, Dating Sim, Comedy,",26 GB available space,0,1,0
Lost Ark Platinum Founder's Pack, 99.99 ,3/31/2022,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Project Wingman, 39.99 ,12/1/2020,"Sector D2, Humble Games,","Sector D2,",94,187,94,7110,"Flight, Action, Jet, Indie, War, Arcade, Military, Simulation, Singleplayer, Controller, VR, Great Soundtrack, Story Rich, Shooter, Sci-fi, First-Person, Third Person, Epic, Realistic, Roguelike,",16 GB available space,0,1,0
Going Medieval - Fortified Edition, 29.99 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Layers of Fear, 19.99 ,2/15/2016,"Aspyr,","Bloober Team SA,",88,110,91,10310,"Horror, Psychological Horror, Atmospheric, Walking Simulator, First-Person, Singleplayer, Story Rich, Indie, Adventure, Psychedelic, Dark, Great Soundtrack, Puzzle, Exploration, Mystery, Lovecraftian, Multiplayer, Surreal, Survival Horror, Short,",5 GB available space,1,1,1
Euro Truck Simulator 2, 19.99 ,10/18/2012,"SCS Software,","SCS Software,",97,6403,97,357414,"Transportation, Driving, Automobile Sim, Simulation, Open World, Realistic, Immersive Sim, Relaxing, Moddable, Exploration, Economy, Atmospheric, Management, Third Person, Family Friendly, Controller, Multiplayer, Casual, Indie, Adventure,",N/A,1,1,1
868-HACK, 5.65 ,1/27/2015,"Michael Brough,","Michael Brough,",N/A,N/A,94,77,"Strategy, Indie, Roguelike, Hacking, Cyberpunk,",27 MB available space,1,1,0
Call of Duty: Black Ops III - Multiplayer Starter Pack, 59.99 ,N/A,"Activision, Aspyr (Mac),","Treyarch, Aspyr (Mac),",N/A,N/A,54,121,"Multiplayer, Action, FPS, Zombies, First-Person, Shooter, Adventure, Free to Play, Co-op, Online Co-Op, Massively Multiplayer, Futuristic, Singleplayer, Casual, Sci-fi,",60 GB available space,1,1,0
STAR WARS™ - Knights of the Old Republic™, 9.99 ,11/19/2003,"LucasArts, Aspyr (Mac), Disney, Lucasfilm,","BioWare, Aspyr (Mac),",93,259,90,20637,"RPG, Sci-fi, Story Rich, Singleplayer, Classic, Adventure, Party-Based RPG, Real-Time with Pause, Third Person, Choices Matter, Action, Exploration, Space, Fantasy, Atmospheric, Turn-Based, Great Soundtrack, Moddable, Female Protagonist, Open World,",N/A,1,1,0
The Last Campfire, 14.99 ,10/7/2021,"Hello Games,","Hello Games,",N/A,N/A,98,320,"Adventure, Puzzle, Singleplayer, Indie, Emotional, Story Rich, Cute, Atmospheric, Fantasy, Relaxing, Family Friendly, Narration, 3D Platformer, Dark Fantasy, Soundtrack, Philosophical, Puzzle Platformer, 3D, Controller, Dark,",3 GB available space,0,1,0
Town of Salem, 4.99 ,12/15/2014,"BlankMediaGames,","BlankMediaGames,",90,199,89,27591,"Multiplayer, Strategy, Mystery, Indie, RPG, Casual, Social Deduction, Werewolves, Funny, Co-op, Great Soundtrack, Tactical, Survival, Board Game, Massively Multiplayer, 2D, Memes, Comedy, Family Friendly, Action,",3 GB available space,1,1,0
Calico, 11.99 ,12/15/2020,"Whitethorn Digital, Maple Whispering Limited,","Peachy Keen Games,",87,49,90,1624,"Casual, Cute, Indie, Simulation, Open World, Cats, Female Protagonist, LGBTQ+, Singleplayer, RPG, Relaxing, Family Friendly, Character Customization, Life Sim, 3D, Building, Anime, Magic, Dog, Horses,",500 MB available space,1,1,0
Wobbledogs, 14.99 ,1/28/2021,"Secret Mode,","Animal Uprising,",10,72,98,1006,"Dog, Sandbox, Life Sim, Cute, Simulation, Family Friendly, Casual, Colorful, Physics, Artificial Intelligence, Experimental, Procedural Generation, Indie, Funny, Early Access, Stylized, Singleplayer, 3D, Horror, Multiplayer,",2 GB available space,1,1,0
Frostpunk, 29.99 ,4/24/2018,"11 bit studios,","11 bit studios,",93,961,91,58774,"Survival, City Builder, Strategy, Resource Management, Post-apocalyptic, Steampunk, Colony Sim, Building, Simulation, Base Building, Singleplayer, Management, Choices Matter, Atmospheric, Economy, Dark, RTS, Difficult, Great Soundtrack, Real-Time with Pause,",8 GB available space,1,1,0
Paradox To the Moon Bundle, 132.96 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Rival Stars Horse Racing: Desktop Edition, 39.99 ,6/24/2020,"PikPok,","PikPok,",89,73,89,1094,"Racing, Simulation, Sports, Strategy, Horses, Casual, Management, Multiplayer, Family Friendly, Story Rich, Competitive, Software, Immersive Sim, 3D, Realistic, Emotional, Character Customization, PvP, Singleplayer, Free to Play,",3 GB available space,1,1,0
This Land Is My Land, 29.99 ,11/20/2019,"Game-Labs,","Game-Labs,",78,104,77,1935,"Open World Survival Craft, Survival, Open World, RPG, Simulation, Crafting, Multiplayer, Action, Western, Indie, Early Access, Third Person, Violent, Stealth, Sandbox, Historical, Singleplayer, America, First-Person, Co-op,",12 GB available space,0,1,0
Cosmic Horror Bundle, 31.97 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
ShellShock Live, 6.99 ,5/22/2020,"kChamp Games,","kChamp Games,",95,262,93,22916,"Tanks, Multiplayer, Strategy, 2D, Action, Turn-Based, Early Access, Casual, Shooter, Online Co-Op, Massively Multiplayer, Indie, Colorful, Funny, Turn-Based Strategy, Co-op, Singleplayer, Physics, Great Soundtrack, Family Friendly,",500 MB available space,1,1,1
Clustertruck, 16.99 ,9/27/2016,"tinyBuild,","Landfall,",95,124,92,7952,"Parkour, Automobile Sim, Action, First-Person, 3D Platformer, Singleplayer, Physics, Indie, Fast-Paced, Difficult, Destruction, Funny, Great Soundtrack, Strategy, Platformer, Casual, Level Editor, Racing, Adventure, Multiplayer,",500 MB available space,1,1,1
METAL GEAR SOLID V: THE PHANTOM PAIN, 19.99 ,9/1/2015,"Konami Digital Entertainment,","Konami Digital Entertainment,",91,884,90,44796,"Stealth, Open World, Action, Story Rich, Tactical, Cinematic, Great Soundtrack, Third Person, Singleplayer, Atmospheric, Adventure, Horses, Multiplayer, Third-Person Shooter, Shooter, Replay Value, Sandbox, Dark, Sci-fi, Heist,",28 GB available space,0,1,0
"The Sims™ 4 Sims’ Night Out Bundle — Get Together, Dine Out, Movie Hangout Stuff, Bowling Night Stuff", 59.96 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Solasta: Crown of the Magister, 39.99 ,5/27/2021,"Tactical Adventures,","Tactical Adventures,",87,257,90,7510,"RPG, Adventure, Dungeons & Dragons, CRPG, Choices Matter, Tactical, Character Customization, Fantasy, Early Access, Top-Down, Party-Based RPG, Story Rich, Tactical RPG, Singleplayer, Turn-Based Tactics, Turn-Based Combat, Turn-Based Strategy, 3D, Team-Based, Strategy,",30 GB available space,0,1,0
Library Of Ruina, 24.99 ,8/10/2021,"ProjectMoon,","ProjectMoon,",93,292,91,9205,"Strategy, Story Rich, Card Game, Indie, Deckbuilding, Turn-Based Combat, Singleplayer, Difficult, RPG, Visual Novel, Gore, Action, Turn-Based, Psychological Horror, Simulation, Anime, Horror, 2D, JRPG, Card Battler,",10 GB available space,0,1,0
JUMP FORCE, 59.99 ,2/14/2019,"BANDAI NAMCO Entertainment,","Spike Chunsoft Co., Ltd.,",77,173,72,11978,"Anime, Fighting, Action, Multiplayer, Character Customization, Singleplayer, Local Multiplayer, RPG, Open World, Controller, Beat 'em up, Casual, Co-op, Violent, Story Rich, Nudity, Massively Multiplayer, Fantasy, Great Soundtrack, Sandbox,",17 GB available space,0,1,0
Ys IX: Monstrum Nox, 59.99 ,7/6/2021,"NIS America, Inc.,","Nihon Falcom, PH3 GmbH, Engine Software BV,",95,60,96,700,"JRPG, Action RPG, Action, Story Rich, RPG, Beautiful, Dark, Fantasy, Colorful, Drama, Singleplayer, Anime, 3D, Great Soundtrack, Adventure,",10 GB available space,0,1,0
Roundguard, 19.99 ,3/13/2020,"Wonderbelly Games,","Wonderbelly Games,",N/A,N/A,82,205,"Puzzle, Roguelite, Action Roguelike, Dungeon Crawler, Procedural Generation, Turn-Based, Arcade, Roguelike, RPG, 2D, Cute, Funny, Controller, Strategy, Casual, Colorful, Cartoony, Family Friendly, Physics, Cartoon,",300 MB available space,0,1,0
Rain World, 19.99 ,3/28/2017,"Adult Swim Games,","Videocult,",95,69,91,3878,"Atmospheric, Survival, Difficult, Platformer, Indie, Adventure, Pixel Graphics, Exploration, 2D, Post-apocalyptic, Great Soundtrack, Cute, Action, Open World, Souls-like, Singleplayer, Metroidvania, Stealth, Survival Horror, Physics,",N/A,0,1,0
Phoenix Wright: Ace Attorney Trilogy - Turnabout Tunes Bundle, 39.98 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
RollerCoaster Tycoon® 2: Triple Thrill Pack, 9.99 ,10/15/2002,"Atari,","Chris Sawyer Productions,",97,37,87,3312,"Simulation, Management, Classic, Strategy, Sandbox, Singleplayer, Building, Economy, Retro, Isometric, Multiplayer, Nostalgia, Casual, Pixel Graphics, Family Friendly, 2D, Addictive, Great Soundtrack, City Builder,",2 GB available space,0,1,0
Before Your Eyes, 19.99 ,4/8/2021,"Skybound Games,","GoodbyeWorld Games,",99,246,98,4842,"Narrative, Story Rich, Emotional, Indie, Walking Simulator, First-Person, Adventure, Interactive Fiction, Cartoony, Hand-drawn, Mystery, Colorful, Singleplayer, Cute, Surreal, Stylized, Drama, Psychological, Philosophical, Family Friendly,",5 GB available space,1,1,0
The Sims™ 4 Bundle - City Living + Dine Out + Laundry Day, 52.47 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Transcendence, 8.99 ,7/24/2015,"Kronosaur Productions,","Kronosaur Productions,",N/A,N/A,92,114,"Space, Action RPG, Exploration, Roguelite, Open World, Procedural Generation, Sci-fi, Indie, Story Rich, Action, RPG, 2D, Space Sim, Top-Down, Roguelike, Trading, Singleplayer, Top-Down Shooter, Old School, Perma Death,",100 MB available space,0,1,0
Prodeus, 39.99 ,11/9/2020,"Humble Games,","Bounding Box Software Inc.,",90,82,96,2528,"FPS, Retro, Action, Gore, Indie, Shooter, Violent, Adventure, Casual, Early Access, Great Soundtrack, First-Person, Sci-fi, Singleplayer, Horror, Classic, Level Editor, Pixel Graphics, Fast-Paced, Arena Shooter,",4 GB available space,1,1,0
Dishonored®: Death of the Outsider™, 59.99 ,9/14/2017,"Bethesda Softworks,","Arkane Studios,",87,114,86,5726,"Stealth, Action, First-Person, Steampunk, Female Protagonist, Assassin, Singleplayer, Atmospheric, Violent, Story Rich, Magic, Adventure, Choices Matter, Dark, Immersive Sim, Open World, Gore, Parkour, FPS, Fantasy,",32 GB available space,0,1,0
Just Shapes & Beats, 19.99 ,5/31/2018,"Berzerk Studio,","Berzerk Studio,",98,259,97,11291,"Rhythm, Great Soundtrack, Music, Bullet Hell, Difficult, Indie, Multiplayer, 2D, Action, Co-op, Singleplayer, Local Multiplayer, Local Co-Op, Online Co-Op, Story Rich, 4 Player Local, Fast-Paced, Colorful, Funny, Strategy,",1 GB available space,1,1,1
Cat Goes Fishing, 6.99 ,1/19/2015,N/A,"Cat5Games,",95,187,94,5071,"Fishing, Casual, Cats, Cute, Indie, Relaxing, Singleplayer, Simulation, 2D, Underwater, Arcade, Puzzle, Funny, Action, Family Friendly, Difficult, Adventure, Multiplayer, Psychological Horror,",15 MB available space,0,1,0
Kingdoms of Amalur: Re-Reckoning, 9.99 ,9/8/2020,"THQ Nordic,","KAIKO, Big Huge Games, 38 Studios,",80,117,73,3312,"RPG, Action, Action RPG, Fantasy, Singleplayer, Open World, Atmospheric, Fighting, Combat, Gore, Character Customization, Adventure, Hack and Slash, Third Person, Story Rich, Female Protagonist, Loot,",40 GB available space,0,1,0
Sherlock Holmes Chapter One, 39.99 ,11/16/2021,"Frogwares,","Frogwares,",N/A,N/A,N/A,N/A,"Detective, Open World, Story Rich, Action, Mystery, Crime, Adventure, Action-Adventure, Choices Matter, Atmospheric, Combat, Exploration, Investigation, Third Person, Multiple Endings, Narration, Psychological, Thriller, Emotional, Drama,",28 GB available space,0,1,0
HITMAN™ - Game of The Year Edition, 59.99 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Timberborn + Soundtrack, 14.99 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
BPM: BULLETS PER MINUTE, 29.99 ,9/15/2020,"Awe Interactive,","Awe Interactive,",86,181,93,6111,"Action, Rhythm, FPS, Indie, Roguelike, Adventure, Shooter, Action Roguelike, Rock Music, Music, Great Soundtrack, Roguelite, Singleplayer, Difficult, First-Person, Female Protagonist, Procedural Generation,",14 GB available space,0,1,0
Shadow of the Tomb Raider: Definitive Edition, 59.99 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Stick RPG 2: Director's Cut, 19.99 ,4/19/2011,"XGen Studios,","XGen Studios,",N/A,N/A,85,545,"RPG, 2D, Comedy, Funny, Simulation, Singleplayer, Mature, Cartoony, Indie, Action, Dark Humor, Capitalism, Satire, Cult Classic, Open World, Memes, Casual, Adventure, Walking Simulator, Great Soundtrack,",100 MB available space,1,1,0
Middle-earth: Shadow of Mordor Game of the Year Edition, 59.99 ,9/30/2014,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0
Lumione, 11.99 ,10/13/2021,"Perfect World Games Singapore Pte Ltd,","Glimmer Studio,",N/A,N/A,79,136,"Platformer, Precision Platformer, 2D, Beautiful, Indie, Singleplayer, Action-Adventure, Fantasy, Atmospheric, RPG, Action RPG, Character Action Game, 2D Platformer, Puzzle Platformer, Flight, Adventure, Cute, Underwater, Linear, Action,",N/A,0,1,0
Far Cry® Primal, 29.99 ,3/1/2016,"Ubisoft,","Ubisoft,",88,163,83,20216,"Open World, Survival, Action, Adventure, Hunting, First-Person, Singleplayer, Open World Survival Craft, Crafting, Exploration, FPS, Stealth, Atmospheric, Shooter, Mature, Sandbox, RPG, Action RPG, Co-op, Strategy,",20 GB available space,0,1,0
